recent_pay_mean,pay_status_max,consecutive_delays,pay_0,severe_delay_count,pay_status_mean,financial_strain,pay_2,edu_payment_interaction,historical_pay_mean,pay_3,pay_volatility,pay_5,pay_4,pay_trend_change,pay_6,pay_amt1,pay_ratio_min,pay_improvement,pay_amt_mean,pay_amt_max,pay_amt2,pay_amt3,limit_bal,limit_per_age,util_rate_2,bill_recent_vs_avg,util_rate_max,pay_amt5,util_rate_mean,age_limit,util_rate_min,pay_ratio_max,payment_coverage_mean,age_utilization,debt_to_limit_max,bill_acceleration,util_rate_5,bill_amt_std,behavior_stability,default
1.0,2,2,2,2,-0.3333333333333333,6,2,-0.3333333333333333,-1.6666666666666667,-1,1.8618986725025255,-2,-1,2.666666666666667,-2,0,0.0,4,114.83333333333331,689,689,0,20000,800.0,0.1550922453877306,3.045136186770428,0.1956402179891005,0,0.0641967901604919,4.8,0.0,0.2220431840154689,0.0894224529526281,1.5407229638518074,0.1956402179891005,-1602,0.0,1761.6332194869624,3.7992638621198296,1
0.3333333333333333,2,1,-1,2,0.5,5,2,0.5,0.6666666666666666,0,1.224744871391589,0,0,-0.3333333333333333,2,0,0.0,-3,833.3333333333334,2000,1000,1000,120000,4444.444444444444,0.0143748802093315,0.9419891119826728,0.0287914267381105,0,0.0237178579067396,31.2,0.0143748802093315,0.6131207847946045,0.2927743295467853,0.6166643055752312,0.0287914267381105,1914,0.0287914267381105,637.9678414047738,1.126315616036956,1
0.0,0,0,0,0,0.0,3,0,0.0,0.0,0,0.0,0,0,0.0,0,1518,0.0519151846785225,0,1836.3333333333333,5000,1500,1000,90000,2571.4285714285716,0.1558538238464017,1.7257104634119949,0.3248741680647993,1000,0.1882442046940219,30.6,0.1506538816235375,0.3215434083601286,0.1083872744800991,6.400302959596745,0.3248741680647993,14744,0.1660870434772947,6064.51859315038,1.212331857563179,0
0.0,0,0,0,0,0.0,3,0,0.0,0.0,0,0.0,0,0,0.0,0,2000,0.0243447212529416,0,1398.0,2019,2019,1200,50000,1315.7894736842106,0.9646407071858564,1.218725685138757,0.98580028399432,1069,0.7710979113751059,18.5,0.5662686746265074,0.0425613415334851,0.036259104761493,28.530622720878917,0.98580028399432,-185,0.5791684166316674,10565.79351807836,0.6157470494783581,0
-0.6666666666666666,0,0,-1,0,-0.3333333333333333,0,0,-0.3333333333333333,0.0,-1,0.5163977794943223,0,0,-0.6666666666666666,0,2000,0.035490278068158,-1,9841.5,36681,36681,10000,50000,862.0689655172414,0.113397732045359,0.4728336915268187,0.7166856662866743,689,0.3644560442124491,28.5,0.113397732045359,6.468171398342444,0.5400493872324859,20.7739945201096,0.7166856662866743,33112,0.3829123417531649,10668.590073981974,1.9860927832040585,0
0.0,0,0,0,0,0.0,3,0,0.0,0.0,0,0.0,0,0,0.0,0,2500,0.0114044680518668,0,1295.3333333333333,2500,1815,657,50000,1315.7894736842106,1.1413571728565428,1.622711238031245,1.2879742405151895,1000,0.7936974593841458,18.5,0.3878722425551489,0.0515596803299819,0.0326396909056548,29.36680599721339,1.2879742405151895,7870,0.3923721525569488,22068.949070281225,1.106816768046392,0
0.0,0,0,0,0,0.0,4,0,0.0,0.0,0,0.0,0,0,0.0,0,55000,0.028467673145564,0,30126.5,55000,40000,38000,500000,16666.666666666668,0.8240443519112962,0.8103168133609288,1.0853038293923412,13750,0.9081965169402992,145.0,0.7359285281429437,0.1494703314980188,0.0663434138492459,26.33769899126868,1.0853038293923412,-11074,0.966004067991864,60569.29313246661,0.6911033698959764,0
-0.6666666666666666,0,0,0,0,-0.5,1,-1,-0.5,-0.3333333333333333,-1,0.5477225575051661,0,0,-0.3333333333333333,-1,380,-10.677215189873415,1,798.5,1687,601,0,100000,4166.666666666667,0.0037999620003799,5.281351912244293,0.1187588124118758,1687,0.0224764419022476,23.0,-0.0015899841001589,2.714788732394366,0.3552309631496997,0.5169581637516959,0.1187588124118758,11717,-0.0015899841001589,4725.009107574997,2.938671939901567,0
0.6666666666666666,2,1,0,1,0.3333333333333333,6,0,0.6666666666666666,0.0,2,0.816496580927726,0,0,0.6666666666666666,0,3329,0.0,0,1126.8333333333333,3329,0,432,140000,4827.586206896552,0.1006849951071778,1.0382103100371065,0.1006849951071778,1000,0.0776327788134846,39.2,0.026564095970743,0.2949672160198476,0.1036756474935979,2.173717806777571,0.1006849951071778,-4799,0.0842351126063385,3630.397921256934,1.3565613885614438,0
-2.0,-1,0,-2,0,-1.6666666666666667,0,-2,-3.3333333333333335,-1.3333333333333333,-2,0.5163977794943223,-1,-2,-0.6666666666666667,-1,0,0.0,-1,2354.8333333333335,13007,0,0,20000,555.5555555555555,0.0,0.0,0.6955652217389131,1122,0.2243137843107844,7.0,0.0,13007.0,0.524851411589896,7.850982450877456,0.6955652217389131,0,0.6503174841257937,6956.345297640133,3.7734663165740345,0
